gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Scn2b	3.044402867274214e-5	-14.667103966497796	0.198	0.171	0.06088805734548428
Cpne8	3.071653746991407e-5	-12.6063215785412	0.042	0.108	0.061433074939828136
Bcl2a1a	3.091599256384102e-5	-14.506357507060853	0.339	0.156	0.06183198512768204
H2-Ab1	3.1286150415707835e-5	-16.760760592292986	0.104	0.157	0.06257230083141567
Cap2	3.146996724237724e-5	-7.397889949594142	0.188	0.178	0.06293993448475449
Zfp536	3.1809160158257004e-5	-4.3488414108888716	0.083	0.147	0.063618320316514
Enpp2	3.1889473186282535e-5	-15.167147525497835	0.328	0.09	0.06377894637256507
Tmem86b	3.200454035957394e-5	-9.523172164213204	0.104	0.224	0.06400908071914788
mt-Co1	3.3154759566231e-5	-1.6235363149986721	0.625	0.469	0.066309519132462
Nhsl1	3.3344497201275687e-5	-7.325882587614934	0.13	0.152	0.06668899440255137
Phxr2	3.334899163881915e-5	-14.863607913011231	0.083	0.203	0.06669798327763829
Hivep2	3.346003676962213e-5	-8.994707685532966	0.25	0.245	0.06692007353924426
Ano6	3.3769498932426605e-5	-2.3309332268115672	0.427	0.355	0.0675389978648532
Spry2	3.5250474007190896e-5	-9.440672198895053	0.078	0.117	0.0705009480143818
Tec	3.606550300931931e-5	-5.824476853256357	0.141	0.178	0.07213100601863862
Itgb7	3.6305928868598885e-5	-12.444395599437325	0.062	0.119	0.07261185773719776
Gzma	3.745987997159059e-5	-7.378295906960311	0.458	0.247	0.07491975994318119
Rab25	3.794468649852017e-5	-13.552187285050818	0.073	0.165	0.07588937299704034
Mef2c	4.130098552988286e-5	-15.0620043706334	0.203	0.07	0.08260197105976573
Limk2	4.150889373223783e-5	-4.916728875261869	0.266	0.223	0.08301778746447566
Upp1	4.501134502993118e-5	-12.405504073463554	0.245	0.193	0.09002269005986235
Tst	4.5178934006456006e-5	-11.334203364965484	0.094	0.117	0.09035786801291201
Pde4c	4.531303023897601e-5	-12.767128276837182	0.062	0.109	0.09062606047795202
Ftl1	4.66192911744211e-5	-8.20972617417047	0.292	0.414	0.09323858234884219
Atp1a3	4.71065820987512e-5	-14.275404161938265	0.036	0.211	0.09421316419750239
